transaction_id,transaction_date,transaction_time,store_id,store_name,region,product_id,product_name,category,quantity,unit_price,total_amount,discount_percent,discount_amount,final_amount,payment_method,customer_id,customer_segment,sales_person_id,promotion_code
TXN48818B4CBD24,2025-06-07,06:21:20,ST012,Campbellfurt Mall,North,PRD4649,Kitchen Set,Home & Garden,4,482.41,1929.64,5,96.48,1833.16,Digital Wallet,CUST72741,Budget,EMP497,
TXNE13383267912,2024-08-26,06:21:20,ST009,Chavezfurt Mall,North,PRD9358,Biography,Books,1,124.84,124.84,10,12.48,112.36,Debit Card,CUST89305,VIP,EMP469,
TXN65B81B2A8B3D,2024-07-16,06:21:20,ST010,Harveyfurt Mall,Central,PRD5292,Tennis Racket,Sports,2,98.79,197.58,0,0.0,197.58,Digital Wallet,CUST14407,Budget,EMP363,WELCOME15
TXNB329DBD27865,2024-09-24,06:21:20,ST007,East Seanborough Mall,North,PRD2115,Building Blocks,Toys,5,334.17,1670.85,0,0.0,1670.85,Digital Wallet,CUST60474,Standard,EMP954,
TXN3011B367820E,2024-05-19,06:21:20,ST018,North Erika Mall,Central,PRD9510,Basketball,Sports,3,453.3,1359.9,5,68.0,1291.9,Digital Wallet,CUST18228,Budget,EMP887,
TXNA9C0A07E0D78,2024-04-08,06:21:20,ST009,Chavezfurt Mall,North,PRD8637,Magazine,Books,2,22.08,44.16,20,8.83,35.33,Debit Card,CUST81973,Budget,EMP418,
TXNA5734BED0FFA,2024-02-10,06:21:20,ST005,Welchhaven Mall,South,PRD9775,Fiction Novel,Books,5,449.53,2247.65,10,224.77,2022.88,Credit Card,CUST49523,VIP,EMP627,
TXN951E31F41634,2025-08-02,06:21:20,ST015,West Audreyland Mall,South,PRD3852,Smart Watch,Electronics,4,107.69,430.76,10,43.08,387.68,Digital Wallet,CUST31699,Budget,EMP549,
TXND6706163BDAF,2023-12-06,06:21:20,ST018,North Erika Mall,Central,PRD2393,Doll,Toys,4,104.83,419.32,20,83.86,335.46,Cash,CUST63298,Premium,EMP959,SAVE10
TXN7D6177D5FB4A,2023-10-19,06:21:20,ST013,West Reginaldfort Mall,North,PRD9643,Engine Oil,Automotive,4,423.92,1695.68,5,84.78,1610.9,Digital Wallet,CUST35885,Premium,EMP398,
TXNEE3BC8576974,2025-05-30,06:21:20,ST019,Lake Kristieborough Mall,North,PRD2970,Running Shoes,Sports,1,204.92,204.92,15,30.74,174.18,Digital Wallet,CUST32231,Budget,EMP864,
TXNA434E686EAB8,2024-09-23,06:21:20,ST013,West Reginaldfort Mall,North,PRD9228,Skincare Set,Beauty,2,468.5,937.0,0,0.0,937.0,Debit Card,CUST33613,Budget,EMP575,
TXNC69E2E131422,2025-05-19,06:21:20,ST009,Chavezfurt Mall,North,PRD7940,Lamp,Home & Garden,4,208.36,833.44,20,166.69,666.75,Digital Wallet,CUST15559,VIP,EMP204,
TXN0C89608B54D4,2024-11-09,06:21:20,ST009,Chavezfurt Mall,North,PRD8540,Hat,Clothing,5,336.14,1680.7,10,168.07,1512.63,Debit Card,CUST53775,VIP,EMP649,
TXN2EE4D468BD68,2024-02-06,06:21:20,ST005,Welchhaven Mall,South,PRD4098,Dumbbell,Sports,5,256.35,1281.75,0,0.0,1281.75,Cash,CUST19198,Standard,EMP895,
TXN94B10B80584A,2024-04-27,06:21:20,ST005,Welchhaven Mall,South,PRD2072,Puzzle,Toys,3,244.38,733.14,0,0.0,733.14,Cash,CUST51246,Standard,EMP978,
TXN894A954A7E90,2023-10-20,06:21:20,ST011,Amberfort Mall,West,PRD1031,Shoes,Clothing,1,227.86,227.86,20,45.57,182.29,Digital Wallet,CUST13409,VIP,EMP567,
TXN5164B05D18B6,2024-10-24,06:21:20,ST007,East Seanborough Mall,North,PRD5878,Running Shoes,Sports,1,398.74,398.74,15,59.81,338.93,Cash,CUST41953,Standard,EMP297,
TXN1884E2FDC0EC,2024-06-12,06:21:20,ST011,Amberfort Mall,West,PRD5011,Plant Pot,Home & Garden,1,429.07,429.07,10,42.91,386.16,Debit Card,CUST32915,Premium,EMP133,
TXNEB6DFA742C15,2024-07-24,06:21:20,ST013,West Reginaldfort Mall,North,PRD2130,Magazine,Books,4,170.48,681.92,20,136.38,545.54,Cash,CUST85933,Budget,EMP969,
TXNF4BC28812B74,2024-11-15,06:21:20,ST008,New Daniel Mall,Central,PRD1030,Car Tire,Automotive,1,354.41,354.41,15,53.16,301.25,Cash,CUST66176,Standard,EMP478,
TXN9CC4D7453D3C,2024-02-21,06:21:20,ST009,Chavezfurt Mall,North,PRD7362,Smartphone,Electronics,2,171.58,343.16,10,34.32,308.84,Debit Card,CUST61911,VIP,EMP730,
TXNBCB5EF9A3A65,2025-07-16,06:21:20,ST017,East Ann Mall,Central,PRD6110,Tennis Racket,Sports,4,125.28,501.12,10,50.11,451.01,Cash,CUST85962,Premium,EMP131,
TXNDEC20F9CE201,2024-02-28,06:21:20,ST015,West Audreyland Mall,South,PRD7176,Kitchen Set,Home & Garden,2,286.62,573.24,0,0.0,573.24,Credit Card,CUST46012,Standard,EMP988,SUMMER20
TXN0E157E8F9334,2024-01-11,06:21:20,ST003,Rodriguezhaven Mall,East,PRD8321,Sofa,Home & Garden,5,416.46,2082.3,10,208.23,1874.07,Cash,CUST37849,Budget,EMP151,
TXN8612C9D1CE11,2025-06-23,06:21:20,ST006,Jenniferchester Mall,South,PRD9235,Car Charger,Automotive,1,292.17,292.17,5,14.61,277.56,Digital Wallet,CUST27614,Premium,EMP196,
TXN496330BD1E13,2023-09-01,06:21:20,ST005,Welchhaven Mall,South,PRD1670,Basketball,Sports,5,311.44,1557.2,5,77.86,1479.34,Credit Card,CUST58376,Premium,EMP899,
TXN3295B77EEDE5,2025-07-07,06:21:20,ST012,Campbellfurt Mall,North,PRD2288,Building Blocks,Toys,3,250.13,750.39,15,112.56,637.83,Digital Wallet,CUST83244,Premium,EMP840,
TXND0CE61249DA1,2024-09-14,06:21:20,ST002,Boltonmouth Mall,North,PRD1100,Laptop,Electronics,3,366.42,1099.26,0,0.0,1099.26,Cash,CUST99411,Budget,EMP991,
TXNC05F2F6A0448,2023-08-31,06:21:20,ST007,East Seanborough Mall,North,PRD4460,Hat,Clothing,1,411.85,411.85,10,41.19,370.66,Debit Card,CUST64563,Premium,EMP466,
TXNA044915F16AA,2024-03-01,06:21:20,ST004,Lake Michaelberg Mall,South,PRD5359,Sofa,Home & Garden,1,455.91,455.91,10,45.59,410.32,Cash,CUST91192,Standard,EMP691,
TXN8543D632B829,2025-07-13,06:21:20,ST004,Lake Michaelberg Mall,South,PRD1773,Car Charger,Automotive,5,195.67,978.35,20,195.67,782.68,Credit Card,CUST40794,VIP,EMP399,
TXNDF3C8E6E6BC3,2025-06-02,06:21:20,ST019,Lake Kristieborough Mall,North,PRD5958,Perfume,Beauty,2,18.85,37.7,10,3.77,33.93,Debit Card,CUST62156,Premium,EMP683,
TXN88825F36E618,2024-10-17,06:21:20,ST003,Rodriguezhaven Mall,East,PRD7821,Smartphone,Electronics,3,447.98,1343.94,5,67.2,1276.74,Credit Card,CUST91797,VIP,EMP398,
TXNC1361AA5BAE2,2024-06-15,06:21:20,ST007,East Seanborough Mall,North,PRD4400,Remote Car,Toys,3,448.48,1345.44,15,201.82,1143.62,Debit Card,CUST17709,Premium,EMP970,
TXNC4FDA733E647,2023-09-17,06:21:20,ST007,East Seanborough Mall,North,PRD6878,Dress,Clothing,3,108.72,326.16,0,0.0,326.16,Debit Card,CUST33470,Budget,EMP542,SUMMER20
TXN35244C206DD5,2025-07-07,06:21:20,ST020,Lake Gary Mall,Central,PRD5526,Tablet,Electronics,4,31.17,124.68,15,18.7,105.98,Cash,CUST52297,Budget,EMP199,
TXN769EEA3E5888,2025-03-19,06:21:20,ST010,Harveyfurt Mall,Central,PRD5738,Yoga Mat,Sports,1,423.26,423.26,15,63.49,359.77,Credit Card,CUST20558,Standard,EMP478,
TXNCD31D3692B53,2023-11-22,06:21:20,ST017,East Ann Mall,Central,PRD7559,Laptop,Electronics,5,46.06,230.3,15,34.55,195.75,Digital Wallet,CUST67751,Premium,EMP739,SUMMER20
TXN840AF5B81E68,2024-01-19,06:21:20,ST011,Amberfort Mall,West,PRD9694,Shoes,Clothing,5,426.74,2133.7,15,320.05,1813.65,Credit Card,CUST44230,Standard,EMP720,
TXNFE9D454CB3BA,2025-04-09,06:21:20,ST017,East Ann Mall,Central,PRD6350,Smartphone,Electronics,5,297.62,1488.1,5,74.41,1413.69,Cash,CUST73447,Standard,EMP723,BULK5
TXN25107FDF3758,2023-09-29,06:21:20,ST001,Port Jessica Mall,North,PRD2352,Tennis Racket,Sports,2,231.58,463.16,5,23.16,440.0,Debit Card,CUST16782,Budget,EMP665,WELCOME15
TXN7CB61FF0A469,2025-03-16,06:21:20,ST012,Campbellfurt Mall,North,PRD5128,Children Book,Books,2,349.03,698.06,15,104.71,593.35,Digital Wallet,CUST82249,Premium,EMP923,
TXNB57DFD5C818F,2023-09-05,06:21:20,ST004,Lake Michaelberg Mall,South,PRD2177,Remote Car,Toys,3,16.99,50.97,0,0.0,50.97,Credit Card,CUST41818,VIP,EMP176,
TXN336FBC447F3B,2023-09-17,06:21:20,ST009,Chavezfurt Mall,North,PRD2788,Smartphone,Electronics,5,411.68,2058.4,10,205.84,1852.56,Debit Card,CUST99393,Standard,EMP781,
TXND7A2F5C3067E,2023-11-28,06:21:20,ST019,Lake Kristieborough Mall,North,PRD6215,Camera,Electronics,3,342.41,1027.23,5,51.36,975.87,Cash,CUST42637,VIP,EMP249,
TXN78B90CDB39C0,2024-08-17,06:21:20,ST009,Chavezfurt Mall,North,PRD9881,Lipstick,Beauty,3,59.55,178.65,5,8.93,169.72,Digital Wallet,CUST18027,Premium,EMP960,
TXN9D4BF885797D,2024-02-25,06:21:20,ST011,Amberfort Mall,West,PRD9130,Sofa,Home & Garden,2,298.52,597.04,0,0.0,597.04,Digital Wallet,CUST24364,Premium,EMP198,SUMMER20
TXNBCEA247DE0F3,2025-01-22,06:21:20,ST009,Chavezfurt Mall,North,PRD3220,Yoga Mat,Sports,1,303.47,303.47,10,30.35,273.12,Digital Wallet,CUST20013,Standard,EMP226,
TXND61DA08066CA,2024-10-09,06:21:20,ST003,Rodriguezhaven Mall,East,PRD3698,Children Book,Books,1,10.9,10.9,0,0.0,10.9,Debit Card,CUST38737,Premium,EMP225,
TXN5A5E3D0E9716,2025-03-29,06:21:20,ST012,Campbellfurt Mall,North,PRD4059,Perfume,Beauty,4,328.76,1315.04,5,65.75,1249.29,Debit Card,CUST81873,Standard,EMP497,
TXN6C968D15731F,2023-11-23,06:21:20,ST010,Harveyfurt Mall,Central,PRD3870,Cookbook,Books,3,202.61,607.83,5,30.39,577.44,Credit Card,CUST73788,Budget,EMP778,
TXN18008903BA33,2023-10-10,06:21:20,ST017,East Ann Mall,Central,PRD6615,Board Game,Toys,5,391.56,1957.8,0,0.0,1957.8,Cash,CUST10971,Budget,EMP265,
TXN85D7E19D7F76,2023-10-23,06:21:20,ST008,New Daniel Mall,Central,PRD9058,Hair Dryer,Beauty,4,84.68,338.72,15,50.81,287.91,Debit Card,CUST21243,Premium,EMP816,
TXND84BDD1256D2,2024-02-19,06:21:20,ST004,Lake Michaelberg Mall,South,PRD2303,Car Cover,Automotive,1,418.01,418.01,10,41.8,376.21,Cash,CUST70367,Premium,EMP482,
TXN0D9631BB2E2C,2023-11-15,06:21:20,ST012,Campbellfurt Mall,North,PRD5194,Children Book,Books,3,92.06,276.18,15,41.43,234.75,Debit Card,CUST92171,Budget,EMP243,
TXN1D96D03BD85F,2024-12-21,06:21:20,ST018,North Erika Mall,Central,PRD8856,Yoga Mat,Sports,3,79.36,238.08,20,47.62,190.46,Debit Card,CUST84255,Premium,EMP779,
TXN4AED51D4A6C0,2024-01-19,06:21:20,ST015,West Audreyland Mall,South,PRD4997,Hat,Clothing,2,198.14,396.28,0,0.0,396.28,Cash,CUST29085,Premium,EMP419,
TXN51B5232E438E,2024-12-28,06:21:20,ST004,Lake Michaelberg Mall,South,PRD3247,Jeans,Clothing,3,187.82,563.46,15,84.52,478.94,Cash,CUST39771,Premium,EMP323,
TXNDDE25E2B7285,2024-01-02,06:21:20,ST008,New Daniel Mall,Central,PRD4455,Fiction Novel,Books,1,17.45,17.45,0,0.0,17.45,Credit Card,CUST46921,VIP,EMP409,SAVE10
TXNABD76C73C5B5,2023-11-07,06:21:20,ST015,West Audreyland Mall,South,PRD7083,Cookbook,Books,4,256.06,1024.24,0,0.0,1024.24,Cash,CUST97004,Standard,EMP856,
TXN3B2715077EDB,2024-12-15,06:21:20,ST005,Welchhaven Mall,South,PRD8641,Car Tire,Automotive,4,36.01,144.04,10,14.4,129.64,Digital Wallet,CUST91651,VIP,EMP727,
TXN5843CB47CBB4,2025-01-25,06:21:20,ST006,Jenniferchester Mall,South,PRD8144,Floor Mats,Automotive,3,207.39,622.17,20,124.43,497.74,Cash,CUST20204,Premium,EMP316,
TXN80CD697A4DB6,2024-11-14,06:21:20,ST020,Lake Gary Mall,Central,PRD8327,Perfume,Beauty,5,196.35,981.75,5,49.09,932.66,Digital Wallet,CUST34903,Standard,EMP678,
TXNEB3D6140CBE6,2023-09-09,06:21:20,ST004,Lake Michaelberg Mall,South,PRD9177,Headphones,Electronics,1,311.82,311.82,10,31.18,280.64,Cash,CUST16255,Budget,EMP750,
TXND4C330B86E64,2023-09-29,06:21:20,ST005,Welchhaven Mall,South,PRD5619,T-Shirt,Clothing,4,409.13,1636.52,0,0.0,1636.52,Debit Card,CUST26854,Budget,EMP683,SAVE10
TXNC7247F1A4201,2025-06-08,06:21:20,ST018,North Erika Mall,Central,PRD4476,Lamp,Home & Garden,1,406.02,406.02,5,20.3,385.72,Credit Card,CUST63252,Premium,EMP541,BULK5
TXNB9C3C9B83AE7,2025-06-24,06:21:20,ST010,Harveyfurt Mall,Central,PRD8991,Car Cover,Automotive,4,295.29,1181.16,0,0.0,1181.16,Credit Card,CUST24680,Budget,EMP169,
TXN46A12CFAD4BE,2024-08-26,06:21:20,ST015,West Audreyland Mall,South,PRD4231,Car Charger,Automotive,2,127.54,255.08,0,0.0,255.08,Digital Wallet,CUST25392,Budget,EMP762,
TXN58C754ADB4EC,2025-01-23,06:21:20,ST006,Jenniferchester Mall,South,PRD7606,Lipstick,Beauty,4,157.7,630.8,5,31.54,599.26,Debit Card,CUST49627,Budget,EMP916,
TXNED207A724A85,2024-06-01,06:21:20,ST019,Lake Kristieborough Mall,North,PRD8564,Nail Polish,Beauty,2,228.53,457.06,10,45.71,411.35,Digital Wallet,CUST55402,Premium,EMP631,
TXN113EFB5C0A9C,2024-08-13,06:21:20,ST003,Rodriguezhaven Mall,East,PRD9660,Floor Mats,Automotive,1,445.6,445.6,15,66.84,378.76,Cash,CUST92854,Budget,EMP385,
TXNA9931038A2AA,2024-01-20,06:21:20,ST017,East Ann Mall,Central,PRD6027,Car Cover,Automotive,5,135.19,675.95,10,67.6,608.35,Debit Card,CUST67876,Standard,EMP515,
TXN515534010118,2023-10-06,06:21:20,ST018,North Erika Mall,Central,PRD2912,Biography,Books,4,395.05,1580.2,15,237.03,1343.17,Credit Card,CUST80590,Premium,EMP516,
TXN11CB9D7D979A,2024-02-02,06:21:20,ST015,West Audreyland Mall,South,PRD8596,Floor Mats,Automotive,2,154.97,309.94,15,46.49,263.45,Cash,CUST87086,VIP,EMP548,SUMMER20
TXNF8066F11E042,2024-08-31,06:21:20,ST008,New Daniel Mall,Central,PRD9462,Kitchen Set,Home & Garden,2,324.69,649.38,0,0.0,649.38,Credit Card,CUST51634,VIP,EMP607,
TXNC53821284BD0,2024-05-31,06:21:20,ST011,Amberfort Mall,West,PRD6628,Jeans,Clothing,3,317.66,952.98,10,95.3,857.68,Digital Wallet,CUST88272,VIP,EMP752,WELCOME15
TXNC897826554DC,2025-04-20,06:21:20,ST015,West Audreyland Mall,South,PRD6527,Headphones,Electronics,1,417.89,417.89,10,41.79,376.1,Debit Card,CUST13512,Premium,EMP172,
TXNBC9446D31A0C,2023-11-28,06:21:20,ST005,Welchhaven Mall,South,PRD3873,Fiction Novel,Books,4,94.32,377.28,10,37.73,339.55,Credit Card,CUST93665,Standard,EMP688,
TXN047F5391FA18,2024-08-13,06:21:20,ST005,Welchhaven Mall,South,PRD6602,Skincare Set,Beauty,3,35.61,106.83,10,10.68,96.15,Debit Card,CUST52797,Premium,EMP610,
TXNEE093F5BE533,2025-05-24,06:21:20,ST011,Amberfort Mall,West,PRD6046,Doll,Toys,2,462.32,924.64,15,138.7,785.94,Debit Card,CUST45345,Standard,EMP548,
TXN892D050E5005,2025-01-12,06:21:20,ST001,Port Jessica Mall,North,PRD2193,Lamp,Home & Garden,2,72.32,144.64,10,14.46,130.18,Credit Card,CUST64839,Budget,EMP684,
TXN5282C3D75CF9,2024-11-24,06:21:20,ST011,Amberfort Mall,West,PRD5564,Kitchen Set,Home & Garden,2,359.89,719.78,0,0.0,719.78,Digital Wallet,CUST64968,Premium,EMP737,
TXN011A5D033B11,2024-04-07,06:21:20,ST012,Campbellfurt Mall,North,PRD3634,Engine Oil,Automotive,1,36.92,36.92,5,1.85,35.07,Credit Card,CUST85097,Budget,EMP499,BULK5
TXNA6F361F7693E,2024-02-29,06:21:20,ST012,Campbellfurt Mall,North,PRD1682,Sofa,Home & Garden,1,217.01,217.01,10,21.7,195.31,Digital Wallet,CUST84491,VIP,EMP743,
TXN2AE62518B01D,2024-07-22,06:21:20,ST012,Campbellfurt Mall,North,PRD5331,Biography,Books,2,116.54,233.08,10,23.31,209.77,Credit Card,CUST23563,Premium,EMP919,
TXNCBA261195A9D,2025-07-07,06:21:20,ST018,North Erika Mall,Central,PRD1558,Sofa,Home & Garden,5,193.9,969.5,15,145.42,824.08,Cash,CUST17664,VIP,EMP247,
TXNC05A7E1A5080,2024-02-20,06:21:20,ST004,Lake Michaelberg Mall,South,PRD7165,Dress,Clothing,4,164.37,657.48,20,131.5,525.98,Digital Wallet,CUST87364,Standard,EMP690,
TXN8C533F58BC8A,2024-07-24,06:21:20,ST008,New Daniel Mall,Central,PRD5431,Perfume,Beauty,1,475.17,475.17,5,23.76,451.41,Debit Card,CUST33526,Premium,EMP607,SUMMER20
TXN07FEB69BC747,2024-03-23,06:21:20,ST002,Boltonmouth Mall,North,PRD3349,Hat,Clothing,4,234.13,936.52,5,46.83,889.69,Digital Wallet,CUST43265,Budget,EMP618,
TXN637C15024947,2024-09-26,06:21:20,ST006,Jenniferchester Mall,South,PRD2344,Car Cover,Automotive,5,366.53,1832.65,0,0.0,1832.65,Digital Wallet,CUST61364,VIP,EMP783,WELCOME15
TXN6A3EF5F3D0C6,2024-03-19,06:21:20,ST004,Lake Michaelberg Mall,South,PRD6735,Smartphone,Electronics,1,405.21,405.21,0,0.0,405.21,Debit Card,CUST86091,Standard,EMP312,
TXNA3B9D21F9132,2024-08-20,06:21:20,ST007,East Seanborough Mall,North,PRD5419,Lamp,Home & Garden,4,251.96,1007.84,0,0.0,1007.84,Cash,CUST78718,Premium,EMP507,
TXNEBEFBF25C4A4,2025-05-19,06:21:20,ST009,Chavezfurt Mall,North,PRD9992,Plant Pot,Home & Garden,5,343.82,1719.1,15,257.86,1461.24,Cash,CUST63708,Premium,EMP385,SAVE10
TXNA47CB4B8042B,2024-10-15,06:21:20,ST012,Campbellfurt Mall,North,PRD8652,Jacket,Clothing,3,319.19,957.57,5,47.88,909.69,Debit Card,CUST35740,VIP,EMP157,
TXN900604AED7D0,2024-06-13,06:21:20,ST013,West Reginaldfort Mall,North,PRD6109,Lipstick,Beauty,5,416.34,2081.7,0,0.0,2081.7,Digital Wallet,CUST97738,VIP,EMP174,
TXNA0AB81B7BEE7,2025-04-30,06:21:20,ST012,Campbellfurt Mall,North,PRD1729,Nail Polish,Beauty,3,153.94,461.82,20,92.36,369.46,Cash,CUST36005,VIP,EMP576,SAVE10
TXNA9B875221244,2025-05-07,06:21:20,ST002,Boltonmouth Mall,North,PRD7775,Skincare Set,Beauty,3,15.2,45.6,10,4.56,41.04,Debit Card,CUST41151,VIP,EMP937,
TXNA6BC248F9748,2024-05-20,06:21:20,ST009,Chavezfurt Mall,North,PRD1157,Nail Polish,Beauty,3,491.26,1473.78,15,221.07,1252.71,Cash,CUST80424,Budget,EMP993,
TXND845286110A6,2025-04-04,06:21:20,ST011,Amberfort Mall,West,PRD4049,Headphones,Electronics,4,368.7,1474.8,5,73.74,1401.06,Digital Wallet,CUST73598,Premium,EMP878,
TXN5361095B175E,2024-12-29,06:21:20,ST006,Jenniferchester Mall,South,PRD8440,Action Figure,Toys,3,305.36,916.08,5,45.8,870.28,Debit Card,CUST86247,Premium,EMP515,
TXNF420EB4E0307,2024-01-03,06:21:20,ST020,Lake Gary Mall,Central,PRD9950,Lamp,Home & Garden,2,462.79,925.58,5,46.28,879.3,Cash,CUST19265,VIP,EMP438,WELCOME15
TXNC1167EA76BE6,2024-09-16,06:21:20,ST013,West Reginaldfort Mall,North,PRD3619,Jacket,Clothing,3,343.02,1029.06,5,51.45,977.61,Cash,CUST57715,Standard,EMP546,
TXN38297992D4B3,2025-01-06,06:21:20,ST010,Harveyfurt Mall,Central,PRD8731,Yoga Mat,Sports,1,261.75,261.75,5,13.09,248.66,Debit Card,CUST61428,Premium,EMP460,BULK5
TXND75AB2E4A985,2024-02-16,06:21:20,ST017,East Ann Mall,Central,PRD1386,Skincare Set,Beauty,4,197.45,789.8,20,157.96,631.84,Credit Card,CUST73088,Budget,EMP527,
TXN9C02436C80B0,2023-10-05,06:21:20,ST006,Jenniferchester Mall,South,PRD1221,Smartphone,Electronics,2,247.42,494.84,10,49.48,445.36,Debit Card,CUST63630,Premium,EMP387,
TXNBE0E510DAFE5,2023-08-19,06:21:20,ST002,Boltonmouth Mall,North,PRD2425,Bed Sheet,Home & Garden,2,448.44,896.88,15,134.53,762.35,Cash,CUST28613,Premium,EMP321,SUMMER20
TXN54E1C5E80693,2024-11-16,06:21:20,ST019,Lake Kristieborough Mall,North,PRD7678,Kitchen Set,Home & Garden,2,293.6,587.2,5,29.36,557.84,Cash,CUST84786,Budget,EMP366,
TXNC4ADA0C74BF3,2024-10-13,06:21:20,ST008,New Daniel Mall,Central,PRD9368,Bed Sheet,Home & Garden,2,470.55,941.1,20,188.22,752.88,Debit Card,CUST28521,Budget,EMP130,
TXNB97052A5B74B,2024-02-08,06:21:20,ST012,Campbellfurt Mall,North,PRD2233,Shoes,Clothing,5,256.15,1280.75,15,192.11,1088.64,Credit Card,CUST87270,Premium,EMP714,
TXN6240D5CD9C6D,2023-10-16,06:21:20,ST020,Lake Gary Mall,Central,PRD8169,Fiction Novel,Books,2,123.25,246.5,5,12.33,234.17,Debit Card,CUST45217,Budget,EMP437,SAVE10
TXN55397E866407,2024-12-21,06:21:20,ST009,Chavezfurt Mall,North,PRD3193,Building Blocks,Toys,2,200.96,401.92,5,20.1,381.82,Digital Wallet,CUST33520,Standard,EMP251,
TXN4FDFDEC34C4A,2024-07-01,06:21:20,ST005,Welchhaven Mall,South,PRD7428,Board Game,Toys,3,34.59,103.77,0,0.0,103.77,Debit Card,CUST34366,VIP,EMP359,
TXND0624206A1BC,2023-11-09,06:21:20,ST003,Rodriguezhaven Mall,East,PRD3842,Perfume,Beauty,4,12.07,48.28,15,7.24,41.04,Cash,CUST87711,Budget,EMP999,
TXN151864CABF57,2024-03-05,06:21:20,ST001,Port Jessica Mall,North,PRD3440,Skincare Set,Beauty,3,415.69,1247.07,10,124.71,1122.36,Digital Wallet,CUST61788,Budget,EMP590,
TXNC9766450A40C,2025-07-10,06:21:20,ST003,Rodriguezhaven Mall,East,PRD1062,Shoes,Clothing,2,457.16,914.32,5,45.72,868.6,Digital Wallet,CUST30321,Standard,EMP854,
TXN6D033411C931,2025-04-01,06:21:20,ST009,Chavezfurt Mall,North,PRD1888,Shoes,Clothing,4,171.51,686.04,10,68.6,617.44,Digital Wallet,CUST38483,VIP,EMP694,
TXN6552AA6D8518,2025-01-15,06:21:20,ST013,West Reginaldfort Mall,North,PRD6909,Action Figure,Toys,4,442.3,1769.2,15,265.38,1503.82,Cash,CUST91271,Premium,EMP711,
TXNE553E91AA0F6,2024-10-09,06:21:20,ST002,Boltonmouth Mall,North,PRD5501,GPS Device,Automotive,2,77.58,155.16,15,23.27,131.89,Cash,CUST84986,Budget,EMP802,
TXND8EC5C2AB7C1,2024-06-05,06:21:20,ST001,Port Jessica Mall,North,PRD3540,Tennis Racket,Sports,3,106.58,319.74,10,31.97,287.77,Cash,CUST89573,Premium,EMP972,
TXN73E243BE7DF7,2024-10-27,06:21:20,ST016,Port Michael Mall,South,PRD5479,Running Shoes,Sports,4,239.99,959.96,10,96.0,863.96,Debit Card,CUST33737,Standard,EMP201,SUMMER20
TXNF0636E597196,2023-12-26,06:21:20,ST019,Lake Kristieborough Mall,North,PRD2517,Hat,Clothing,4,103.98,415.92,20,83.18,332.74,Credit Card,CUST40484,Budget,EMP554,
TXNF86EB2B7AAD5,2024-11-20,06:21:20,ST002,Boltonmouth Mall,North,PRD9854,Action Figure,Toys,2,299.55,599.1,10,59.91,539.19,Debit Card,CUST83337,Budget,EMP115,
TXN9ABAD7C9CBAD,2024-03-11,06:21:20,ST016,Port Michael Mall,South,PRD4395,Yoga Mat,Sports,1,21.95,21.95,10,2.19,19.76,Cash,CUST21478,Standard,EMP425,
TXNC35466807B9A,2024-03-07,06:21:20,ST003,Rodriguezhaven Mall,East,PRD2056,Cookbook,Books,4,481.89,1927.56,20,385.51,1542.05,Digital Wallet,CUST40177,Standard,EMP877,
TXNBADE51F6FE2D,2024-11-12,06:21:20,ST012,Campbellfurt Mall,North,PRD4983,Hat,Clothing,3,434.02,1302.06,5,65.1,1236.96,Debit Card,CUST52421,Budget,EMP210,
TXN1929674960DB,2024-10-07,06:21:20,ST005,Welchhaven Mall,South,PRD3178,Curtains,Home & Garden,1,205.05,205.05,20,41.01,164.04,Cash,CUST54694,Premium,EMP277,SUMMER20
TXN50ACA552E6EC,2024-08-02,06:21:20,ST018,North Erika Mall,Central,PRD9425,Car Tire,Automotive,4,290.72,1162.88,0,0.0,1162.88,Credit Card,CUST65996,Standard,EMP478,BULK5
TXN459A0BF0FB0F,2025-04-24,06:21:20,ST010,Harveyfurt Mall,Central,PRD6549,Running Shoes,Sports,3,131.92,395.76,15,59.36,336.4,Credit Card,CUST36254,Standard,EMP629,
TXNCDCEB0986908,2024-03-29,06:21:20,ST010,Harveyfurt Mall,Central,PRD8034,Skincare Set,Beauty,4,50.05,200.2,0,0.0,200.2,Credit Card,CUST51774,Budget,EMP346,
TXNFC096CE36F40,2025-07-12,06:21:20,ST008,New Daniel Mall,Central,PRD9161,Headphones,Electronics,4,240.11,960.44,5,48.02,912.42,Cash,CUST73423,Premium,EMP527,
TXN415DDEECB5FC,2024-08-31,06:21:20,ST006,Jenniferchester Mall,South,PRD5957,Running Shoes,Sports,1,232.18,232.18,20,46.44,185.74,Credit Card,CUST96906,VIP,EMP736,SAVE10
TXN32967F0500D5,2025-04-13,06:21:20,ST005,Welchhaven Mall,South,PRD8045,Skincare Set,Beauty,1,143.7,143.7,20,28.74,114.96,Debit Card,CUST90328,Standard,EMP166,
TXN686931B13440,2023-11-30,06:21:20,ST018,North Erika Mall,Central,PRD7309,Skincare Set,Beauty,4,163.63,654.52,20,130.9,523.62,Cash,CUST74408,Budget,EMP114,
TXNE9E4629ACBC6,2025-04-27,06:21:20,ST012,Campbellfurt Mall,North,PRD8422,Curtains,Home & Garden,3,130.91,392.73,0,0.0,392.73,Cash,CUST52756,Premium,EMP366,
